country,date,name,region,income level,variable,value
BR,2013-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,55902.0
BR,2013-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,47230.0
BR,2013-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,53179.0
BR,2014-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,50341.0
BR,2014-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,50270.0
BR,2014-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,53171.0
BR,2014-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,52858.0
BR,2015-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,48512.0
BR,2015-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,52322.0
BR,2015-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,52758.0
BR,2015-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,45313.0
BR,2016-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,42141.0
BR,2016-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,50562.0
BR,2016-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,52233.0
BR,2016-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,59461.0
BR,2017-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,59589.0
BR,2017-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,65211.0
BR,2017-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,63280.0
BR,2017-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,74360.0
BR,2018-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,77891.0
BR,2018-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,84666.0
BR,2018-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,72840.0
BR,2018-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,78624.0
BR,2019-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,91012.0
BR,2019-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,96054.0
BR,2019-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,101340.0
BR,2019-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,104053.0
BR,2020-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,118573.0
BR,2020-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,70967.0
BR,2020-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,96203.0
BR,2020-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,95479.0
BR,2021-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,118558.0
BR,2021-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,115253.0
BR,2021-07-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,125666.0
BR,2021-10-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,112900.0
BR,2022-01-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,103922.0
BR,2022-04-01,Brazil,Latin America & Caribbean ,Upper middle income,stock_index,121570.0
CA,2000-01-01,Canada,North America,High income,stock_index,8202.599609375
CA,2000-04-01,Canada,North America,High income,stock_index,9374.7001953125
CA,2000-07-01,Canada,North America,High income,stock_index,10301.400390625
CA,2000-10-01,Canada,North America,High income,stock_index,10442.7998046875
CA,2001-01-01,Canada,North America,High income,stock_index,8611.5
CA,2001-04-01,Canada,North America,High income,stock_index,7642.7001953125
CA,2001-07-01,Canada,North America,High income,stock_index,7748.2998046875
CA,2001-10-01,Canada,North America,High income,stock_index,6799.0
CA,2002-01-01,Canada,North America,High income,stock_index,7646.7998046875
CA,2002-04-01,Canada,North America,High income,stock_index,7888.5
CA,2002-07-01,Canada,North America,High income,stock_index,7013.39990234375
CA,2002-10-01,Canada,North America,High income,stock_index,6218.60009765625
CA,2003-01-01,Canada,North America,High income,stock_index,6740.10009765625
CA,2003-04-01,Canada,North America,High income,stock_index,6335.10009765625
CA,2003-07-01,Canada,North America,High income,stock_index,6990.2998046875
CA,2003-10-01,Canada,North America,High income,stock_index,7509.7001953125
CA,2004-01-01,Canada,North America,High income,stock_index,8293.7001953125
CA,2004-04-01,Canada,North America,High income,stock_index,8652.099609375
CA,2004-07-01,Canada,North America,High income,stock_index,8487.2998046875
CA,2004-10-01,Canada,North America,High income,stock_index,8747.099609375
CA,2005-01-01,Canada,North America,High income,stock_index,9143.0
CA,2005-04-01,Canada,North America,High income,stock_index,9638.599609375
CA,2005-07-01,Canada,North America,High income,stock_index,9941.7998046875
CA,2005-10-01,Canada,North America,High income,stock_index,11081.2001953125
CA,2006-01-01,Canada,North America,High income,stock_index,11441.599609375
CA,2006-04-01,Canada,North America,High income,stock_index,12210.900390625
CA,2006-07-01,Canada,North America,High income,stock_index,11733.2001953125
CA,2006-10-01,Canada,North America,High income,stock_index,11787.400390625
CA,2007-01-01,Canada,North America,High income,stock_index,12923.7001953125
CA,2007-04-01,Canada,North America,High income,stock_index,13265.7998046875
CA,2007-07-01,Canada,North America,High income,stock_index,14064.7001953125
CA,2007-10-01,Canada,North America,High income,stock_index,14200.599609375
CA,2008-01-01,Canada,North America,High income,stock_index,13926.7998046875
CA,2008-04-01,Canada,North America,High income,stock_index,13440.7001953125
CA,2008-07-01,Canada,North America,High income,stock_index,14034.099609375
CA,2008-10-01,Canada,North America,High income,stock_index,11714.5
CA,2009-01-01,Canada,North America,High income,stock_index,9234.099609375
CA,2009-04-01,Canada,North America,High income,stock_index,8941.7998046875
CA,2009-07-01,Canada,North America,High income,stock_index,10245.900390625
CA,2009-10-01,Canada,North America,High income,stock_index,11071.7998046875
CA,2010-01-01,Canada,North America,High income,stock_index,11866.900390625
CA,2010-04-01,Canada,North America,High income,stock_index,12151.099609375
CA,2010-07-01,Canada,North America,High income,stock_index,11196.099609375
CA,2010-10-01,Canada,North America,High income,stock_index,12363.099609375
CA,2011-01-01,Canada,North America,High income,stock_index,13402.2998046875
CA,2011-04-01,Canada,North America,High income,stock_index,14130.2001953125
CA,2011-07-01,Canada,North America,High income,stock_index,13386.5
CA,2011-10-01,Canada,North America,High income,stock_index,11251.7998046875
CA,2012-01-01,Canada,North America,High income,stock_index,12208.400390625
CA,2012-04-01,Canada,North America,High income,stock_index,12507.099609375
CA,2012-07-01,Canada,North America,High income,stock_index,11848.7998046875
CA,2012-10-01,Canada,North America,High income,stock_index,12370.2001953125
CA,2013-01-01,Canada,North America,High income,stock_index,12540.7998046875
CA,2013-04-01,Canada,North America,High income,stock_index,12695.099609375
CA,2013-07-01,Canada,North America,High income,stock_index,12178.400390625
CA,2013-10-01,Canada,North America,High income,stock_index,12847.400390625
CA,2014-01-01,Canada,North America,High income,stock_index,13594.2001953125
CA,2014-04-01,Canada,North America,High income,stock_index,14380.599609375
CA,2014-07-01,Canada,North America,High income,stock_index,15209.7998046875
CA,2014-10-01,Canada,North America,High income,stock_index,14805.400390625
CA,2015-01-01,Canada,North America,High income,stock_index,14753.7001953125
CA,2015-04-01,Canada,North America,High income,stock_index,14942.599609375
CA,2015-07-01,Canada,North America,High income,stock_index,14638.0
CA,2015-10-01,Canada,North America,High income,stock_index,13241.900390625
CA,2016-01-01,Canada,North America,High income,stock_index,12927.2001953125
CA,2016-04-01,Canada,North America,High income,stock_index,13440.400390625
CA,2016-07-01,Canada,North America,High income,stock_index,14258.900390625
CA,2016-10-01,Canada,North America,High income,stock_index,14689.0
CA,2017-01-01,Canada,North America,High income,stock_index,15403.0
CA,2017-04-01,Canada,North America,High income,stock_index,15584.400390625
CA,2017-07-01,Canada,North America,High income,stock_index,15130.599609375
CA,2017-10-01,Canada,North America,High income,stock_index,15705.0
CA,2018-01-01,Canada,North America,High income,stock_index,16310.0
CA,2018-04-01,Canada,North America,High income,stock_index,15213.5
CA,2018-07-01,Canada,North America,High income,stock_index,16263.2001953125
CA,2018-10-01,Canada,North America,High income,stock_index,16104.400390625
CA,2019-01-01,Canada,North America,High income,stock_index,14347.2001953125
CA,2019-04-01,Canada,North America,High income,stock_index,16228.099609375
CA,2019-07-01,Canada,North America,High income,stock_index,16471.30078125
CA,2019-10-01,Canada,North America,High income,stock_index,16447.69921875
CA,2020-01-01,Canada,North America,High income,stock_index,17100.0
CA,2020-04-01,Canada,North America,High income,stock_index,12876.400390625
CA,2020-07-01,Canada,North America,High income,stock_index,15622.400390625
CA,2020-10-01,Canada,North America,High income,stock_index,16184.5
CA,2021-01-01,Canada,North America,High income,stock_index,17527.80078125
CA,2021-04-01,Canada,North America,High income,stock_index,18990.30078125
CA,2021-07-01,Canada,North America,High income,stock_index,20226.099609375
CA,2021-10-01,Canada,North America,High income,stock_index,20150.900390625
CA,2022-01-01,Canada,North America,High income,stock_index,21236.5
CA,2022-04-01,Canada,North America,High income,stock_index,21953.0
CA,2022-07-01,Canada,North America,High income,stock_index,19028.900390625
DE,2000-01-01,Germany,Europe & Central Asia,High income,stock_index,6750.759765625
DE,2000-04-01,Germany,Europe & Central Asia,High income,stock_index,7429.22021484375
DE,2000-07-01,Germany,Europe & Central Asia,High income,stock_index,6958.9599609375
DE,2000-10-01,Germany,Europe & Central Asia,High income,stock_index,6862.259765625
DE,2001-01-01,Germany,Europe & Central Asia,High income,stock_index,6289.81982421875
DE,2001-04-01,Germany,Europe & Central Asia,High income,stock_index,5760.759765625
DE,2001-07-01,Germany,Europe & Central Asia,High income,stock_index,6109.5
DE,2001-10-01,Germany,Europe & Central Asia,High income,stock_index,4239.97021484375
DE,2002-01-01,Germany,Europe & Central Asia,High income,stock_index,5167.8798828125
DE,2002-04-01,Germany,Europe & Central Asia,High income,stock_index,5311.080078125
DE,2002-07-01,Germany,Europe & Central Asia,High income,stock_index,4366.81005859375
DE,2002-10-01,Germany,Europe & Central Asia,High income,stock_index,2865.22998046875
DE,2003-01-01,Germany,Europe & Central Asia,High income,stock_index,3105.0400390625
DE,2003-04-01,Germany,Europe & Central Asia,High income,stock_index,2450.18994140625
DE,2003-07-01,Germany,Europe & Central Asia,High income,stock_index,3146.550048828125
DE,2003-10-01,Germany,Europe & Central Asia,High income,stock_index,3329.830078125
DE,2004-01-01,Germany,Europe & Central Asia,High income,stock_index,4018.5
DE,2004-04-01,Germany,Europe & Central Asia,High income,stock_index,3924.85009765625
DE,2004-07-01,Germany,Europe & Central Asia,High income,stock_index,4035.02001953125
DE,2004-10-01,Germany,Europe & Central Asia,High income,stock_index,3994.9599609375
DE,2005-01-01,Germany,Europe & Central Asia,High income,stock_index,4291.52978515625
DE,2005-04-01,Germany,Europe & Central Asia,High income,stock_index,4373.52978515625
DE,2005-07-01,Germany,Europe & Central Asia,High income,stock_index,4617.06982421875
DE,2005-10-01,Germany,Europe & Central Asia,High income,stock_index,5082.06982421875
DE,2006-01-01,Germany,Europe & Central Asia,High income,stock_index,5449.97998046875
DE,2006-04-01,Germany,Europe & Central Asia,High income,stock_index,6024.0498046875
DE,2006-07-01,Germany,Europe & Central Asia,High income,stock_index,5712.68994140625
DE,2006-10-01,Germany,Europe & Central Asia,High income,stock_index,5999.4599609375
DE,2007-01-01,Germany,Europe & Central Asia,High income,stock_index,6681.1298828125
DE,2007-04-01,Germany,Europe & Central Asia,High income,stock_index,6937.169921875
DE,2007-07-01,Germany,Europe & Central Asia,High income,stock_index,7958.240234375
DE,2007-10-01,Germany,Europe & Central Asia,High income,stock_index,7922.419921875
DE,2008-01-01,Germany,Europe & Central Asia,High income,stock_index,7949.10986328125
DE,2008-04-01,Germany,Europe & Central Asia,High income,stock_index,6720.330078125
DE,2008-07-01,Germany,Europe & Central Asia,High income,stock_index,6315.93994140625
DE,2008-10-01,Germany,Europe & Central Asia,High income,stock_index,5806.330078125
DE,2009-01-01,Germany,Europe & Central Asia,High income,stock_index,4973.06982421875
DE,2009-04-01,Germany,Europe & Central Asia,High income,stock_index,4131.06982421875
DE,2009-07-01,Germany,Europe & Central Asia,High income,stock_index,4905.43994140625
DE,2009-10-01,Germany,Europe & Central Asia,High income,stock_index,5554.5498046875
DE,2010-01-01,Germany,Europe & Central Asia,High income,stock_index,6048.2998046875
DE,2010-04-01,Germany,Europe & Central Asia,High income,stock_index,6235.56005859375
DE,2010-07-01,Germany,Europe & Central Asia,High income,stock_index,5857.43017578125
DE,2010-10-01,Germany,Europe & Central Asia,High income,stock_index,6211.33984375
DE,2011-01-01,Germany,Europe & Central Asia,High income,stock_index,6989.740234375
DE,2011-04-01,Germany,Europe & Central Asia,High income,stock_index,7179.81005859375
DE,2011-07-01,Germany,Europe & Central Asia,High income,stock_index,7419.43994140625
DE,2011-10-01,Germany,Europe & Central Asia,High income,stock_index,5216.7099609375
DE,2012-01-01,Germany,Europe & Central Asia,High income,stock_index,6075.52001953125
DE,2012-04-01,Germany,Europe & Central Asia,High income,stock_index,7056.64990234375
DE,2012-07-01,Germany,Europe & Central Asia,High income,stock_index,6496.080078125
DE,2012-10-01,Germany,Europe & Central Asia,High income,stock_index,7326.72998046875
DE,2013-01-01,Germany,Europe & Central Asia,High income,stock_index,7778.77978515625
DE,2013-04-01,Germany,Europe & Central Asia,High income,stock_index,7943.8701171875
DE,2013-07-01,Germany,Europe & Central Asia,High income,stock_index,7983.919921875
DE,2013-10-01,Germany,Europe & Central Asia,High income,stock_index,8689.1396484375
DE,2014-01-01,Germany,Europe & Central Asia,High income,stock_index,9400.0400390625
DE,2014-04-01,Germany,Europe & Central Asia,High income,stock_index,9603.7099609375
DE,2014-07-01,Germany,Europe & Central Asia,High income,stock_index,9902.41015625
DE,2014-10-01,Germany,Europe & Central Asia,High income,stock_index,9382.0302734375
DE,2015-01-01,Germany,Europe & Central Asia,High income,stock_index,9764.73046875
DE,2015-04-01,Germany,Europe & Central Asia,High income,stock_index,12001.3798828125
DE,2015-07-01,Germany,Europe & Central Asia,High income,stock_index,11180.5
DE,2015-10-01,Germany,Europe & Central Asia,High income,stock_index,9509.25
DE,2016-01-01,Germany,Europe & Central Asia,High income,stock_index,10283.4404296875
DE,2016-04-01,Germany,Europe & Central Asia,High income,stock_index,9794.6396484375
DE,2016-07-01,Germany,Europe & Central Asia,High income,stock_index,9776.1201171875
DE,2016-10-01,Germany,Europe & Central Asia,High income,stock_index,10619.6103515625
DE,2017-01-01,Germany,Europe & Central Asia,High income,stock_index,11598.330078125
DE,2017-04-01,Germany,Europe & Central Asia,High income,stock_index,12257.2001953125
DE,2017-07-01,Germany,Europe & Central Asia,High income,stock_index,12475.3095703125
DE,2017-10-01,Germany,Europe & Central Asia,High income,stock_index,12902.650390625
DE,2018-01-01,Germany,Europe & Central Asia,High income,stock_index,12871.3896484375
DE,2018-04-01,Germany,Europe & Central Asia,High income,stock_index,12002.4501953125
DE,2018-07-01,Germany,Europe & Central Asia,High income,stock_index,12238.169921875
DE,2018-10-01,Germany,Europe & Central Asia,High income,stock_index,12339.0302734375
DE,2019-01-01,Germany,Europe & Central Asia,High income,stock_index,10580.1904296875
DE,2019-04-01,Germany,Europe & Central Asia,High income,stock_index,11681.990234375
DE,2019-07-01,Germany,Europe & Central Asia,High income,stock_index,12521.3798828125
DE,2019-10-01,Germany,Europe & Central Asia,High income,stock_index,12263.830078125
DE,2020-01-01,Germany,Europe & Central Asia,High income,stock_index,13385.9296875
DE,2020-04-01,Germany,Europe & Central Asia,High income,stock_index,9544.75
DE,2020-07-01,Germany,Europe & Central Asia,High income,stock_index,12260.5703125
DE,2020-10-01,Germany,Europe & Central Asia,High income,stock_index,12730.76953125
DE,2021-01-01,Germany,Europe & Central Asia,High income,stock_index,13726.740234375
DE,2021-04-01,Germany,Europe & Central Asia,High income,stock_index,15107.169921875
DE,2021-07-01,Germany,Europe & Central Asia,High income,stock_index,15603.8095703125
DE,2021-10-01,Germany,Europe & Central Asia,High income,stock_index,15156.4404296875
DE,2022-01-01,Germany,Europe & Central Asia,High income,stock_index,16020.73046875
DE,2022-04-01,Germany,Europe & Central Asia,High income,stock_index,14446.48046875
DE,2022-07-01,Germany,Europe & Central Asia,High income,stock_index,12813.0302734375
ES,2000-01-01,Spain,Europe & Central Asia,High income,stock_index,11609.98828125
ES,2000-04-01,Spain,Europe & Central Asia,High income,stock_index,11686.388671875
ES,2000-07-01,Spain,Europe & Central Asia,High income,stock_index,10676.689453125
ES,2000-10-01,Spain,Europe & Central Asia,High income,stock_index,11152.48828125
ES,2001-01-01,Spain,Europe & Central Asia,High income,stock_index,9080.19140625
ES,2001-04-01,Spain,Europe & Central Asia,High income,stock_index,9324.2900390625
ES,2001-07-01,Spain,Europe & Central Asia,High income,stock_index,9073.291015625
ES,2001-10-01,Spain,Europe & Central Asia,High income,stock_index,7193.0927734375
ES,2002-01-01,Spain,Europe & Central Asia,High income,stock_index,8377.0908203125
ES,2002-04-01,Spain,Europe & Central Asia,High income,stock_index,8202.0908203125
ES,2002-07-01,Spain,Europe & Central Asia,High income,stock_index,6893.59326171875
ES,2002-10-01,Spain,Europe & Central Asia,High income,stock_index,5368.5947265625
ES,2003-01-01,Spain,Europe & Central Asia,High income,stock_index,6283.99365234375
ES,2003-04-01,Spain,Europe & Central Asia,High income,stock_index,5953.1943359375
ES,2003-07-01,Spain,Europe & Central Asia,High income,stock_index,6739.09326171875
ES,2003-10-01,Spain,Europe & Central Asia,High income,stock_index,6750.9931640625
ES,2004-01-01,Spain,Europe & Central Asia,High income,stock_index,7879.1923828125
ES,2004-04-01,Spain,Europe & Central Asia,High income,stock_index,8097.8916015625
ES,2004-07-01,Spain,Europe & Central Asia,High income,stock_index,8085.29150390625
ES,2004-10-01,Spain,Europe & Central Asia,High income,stock_index,8220.5908203125
ES,2005-01-01,Spain,Europe & Central Asia,High income,stock_index,9124.0908203125
ES,2005-04-01,Spain,Europe & Central Asia,High income,stock_index,9289.490234375
ES,2005-07-01,Spain,Europe & Central Asia,High income,stock_index,9829.08984375
ES,2005-10-01,Spain,Europe & Central Asia,High income,stock_index,10880.689453125
ES,2006-01-01,Spain,Europe & Central Asia,High income,stock_index,10786.689453125
ES,2006-04-01,Spain,Europe & Central Asia,High income,stock_index,11919.98828125
ES,2006-07-01,Spain,Europe & Central Asia,High income,stock_index,11569.587890625
ES,2006-10-01,Spain,Europe & Central Asia,High income,stock_index,12915.8876953125
ES,2007-01-01,Spain,Europe & Central Asia,High income,stock_index,14364.3857421875
ES,2007-04-01,Spain,Europe & Central Asia,High income,stock_index,14730.78515625
ES,2007-07-01,Spain,Europe & Central Asia,High income,stock_index,14804.685546875
ES,2007-10-01,Spain,Europe & Central Asia,High income,stock_index,14602.9853515625
ES,2008-01-01,Spain,Europe & Central Asia,High income,stock_index,15002.484375
ES,2008-04-01,Spain,Europe & Central Asia,High income,stock_index,13699.0859375
ES,2008-07-01,Spain,Europe & Central Asia,High income,stock_index,11770.888671875
ES,2008-10-01,Spain,Europe & Central Asia,High income,stock_index,11182.48828125
ES,2009-01-01,Spain,Europe & Central Asia,High income,stock_index,9486.2900390625
ES,2009-04-01,Spain,Europe & Central Asia,High income,stock_index,7960.99169921875
ES,2009-07-01,Spain,Europe & Central Asia,High income,stock_index,9903.6904296875
ES,2009-10-01,Spain,Europe & Central Asia,High income,stock_index,11518.1884765625
ES,2010-01-01,Spain,Europe & Central Asia,High income,stock_index,12145.0869140625
ES,2010-04-01,Spain,Europe & Central Asia,High income,stock_index,11067.8896484375
ES,2010-07-01,Spain,Europe & Central Asia,High income,stock_index,9178.1904296875
ES,2010-10-01,Spain,Europe & Central Asia,High income,stock_index,10450.0888671875
ES,2011-01-01,Spain,Europe & Central Asia,High income,stock_index,9888.2900390625
ES,2011-04-01,Spain,Europe & Central Asia,High income,stock_index,10729.8896484375
ES,2011-07-01,Spain,Europe & Central Asia,High income,stock_index,10491.9892578125
ES,2011-10-01,Spain,Europe & Central Asia,High income,stock_index,8353.791015625
ES,2012-01-01,Spain,Europe & Central Asia,High income,stock_index,8732.3916015625
ES,2012-04-01,Spain,Europe & Central Asia,High income,stock_index,8042.79150390625
ES,2012-07-01,Spain,Europe & Central Asia,High income,stock_index,7123.99267578125
ES,2012-10-01,Spain,Europe & Central Asia,High income,stock_index,7784.09228515625
ES,2013-01-01,Spain,Europe & Central Asia,High income,stock_index,8447.5908203125
ES,2013-04-01,Spain,Europe & Central Asia,High income,stock_index,8050.3916015625
ES,2013-07-01,Spain,Europe & Central Asia,High income,stock_index,7907.09228515625
ES,2013-10-01,Spain,Europe & Central Asia,High income,stock_index,9341.490234375
ES,2014-01-01,Spain,Europe & Central Asia,High income,stock_index,9760.2900390625
ES,2014-04-01,Spain,Europe & Central Asia,High income,stock_index,10463.0888671875
ES,2014-07-01,Spain,Europe & Central Asia,High income,stock_index,11007.7890625
ES,2014-10-01,Spain,Europe & Central Asia,High income,stock_index,10753.189453125
ES,2015-01-01,Spain,Europe & Central Asia,High income,stock_index,10350.7890625
ES,2015-04-01,Spain,Europe & Central Asia,High income,stock_index,11569.7880859375
ES,2015-07-01,Spain,Europe & Central Asia,High income,stock_index,10911.4892578125
ES,2015-10-01,Spain,Europe & Central Asia,High income,stock_index,9567.2900390625
ES,2016-01-01,Spain,Europe & Central Asia,High income,stock_index,9313.1904296875
ES,2016-04-01,Spain,Europe & Central Asia,High income,stock_index,8602.291015625
ES,2016-07-01,Spain,Europe & Central Asia,High income,stock_index,8268.900390625
ES,2016-10-01,Spain,Europe & Central Asia,High income,stock_index,8751.599609375
ES,2017-01-01,Spain,Europe & Central Asia,High income,stock_index,9494.7001953125
ES,2017-04-01,Spain,Europe & Central Asia,High income,stock_index,10325.2998046875
ES,2017-07-01,Spain,Europe & Central Asia,High income,stock_index,10604.2001953125
ES,2017-10-01,Spain,Europe & Central Asia,High income,stock_index,10255.7001953125
ES,2018-01-01,Spain,Europe & Central Asia,High income,stock_index,10079.099609375
ES,2018-04-01,Spain,Europe & Central Asia,High income,stock_index,9549.599609375
ES,2018-07-01,Spain,Europe & Central Asia,High income,stock_index,9558.2998046875
ES,2018-10-01,Spain,Europe & Central Asia,High income,stock_index,9407.0
ES,2019-01-01,Spain,Europe & Central Asia,High income,stock_index,8550.0
ES,2019-04-01,Spain,Europe & Central Asia,High income,stock_index,9341.7001953125
ES,2019-07-01,Spain,Europe & Central Asia,High income,stock_index,9264.599609375
ES,2019-10-01,Spain,Europe & Central Asia,High income,stock_index,9165.900390625
ES,2020-01-01,Spain,Europe & Central Asia,High income,stock_index,9691.2001953125
ES,2020-04-01,Spain,Europe & Central Asia,High income,stock_index,6579.39990234375
ES,2020-07-01,Spain,Europe & Central Asia,High income,stock_index,7227.39990234375
ES,2020-10-01,Spain,Europe & Central Asia,High income,stock_index,6730.7001953125
ES,2021-01-01,Spain,Europe & Central Asia,High income,stock_index,8099.2001953125
ES,2021-04-01,Spain,Europe & Central Asia,High income,stock_index,8577.599609375
ES,2021-07-01,Spain,Europe & Central Asia,High income,stock_index,8932.2998046875
ES,2021-10-01,Spain,Europe & Central Asia,High income,stock_index,8799.5
ES,2022-01-01,Spain,Europe & Central Asia,High income,stock_index,8761.2001953125
ES,2022-04-01,Spain,Europe & Central Asia,High income,stock_index,8503.7001953125
ES,2022-07-01,Spain,Europe & Central Asia,High income,stock_index,8176.10009765625
FR,2000-01-01,France,Europe & Central Asia,High income,stock_index,5917.3701171875
FR,2000-04-01,France,Europe & Central Asia,High income,stock_index,6130.27001953125
FR,2000-07-01,France,Europe & Central Asia,High income,stock_index,6508.47021484375
FR,2000-10-01,France,Europe & Central Asia,High income,stock_index,6349.240234375
FR,2001-01-01,France,Europe & Central Asia,High income,stock_index,5798.89990234375
FR,2001-04-01,France,Europe & Central Asia,High income,stock_index,5210.47998046875
FR,2001-07-01,France,Europe & Central Asia,High income,stock_index,5296.509765625
FR,2001-10-01,France,Europe & Central Asia,High income,stock_index,4004.570068359375
FR,2002-01-01,France,Europe & Central Asia,High income,stock_index,4580.43994140625
FR,2002-04-01,France,Europe & Central Asia,High income,stock_index,4627.330078125
FR,2002-07-01,France,Europe & Central Asia,High income,stock_index,3897.3701171875
FR,2002-10-01,France,Europe & Central Asia,High income,stock_index,2828.56005859375
FR,2003-01-01,France,Europe & Central Asia,High income,stock_index,3195.02001953125
FR,2003-04-01,France,Europe & Central Asia,High income,stock_index,2635.0400390625
FR,2003-07-01,France,Europe & Central Asia,High income,stock_index,3013.0
FR,2003-10-01,France,Europe & Central Asia,High income,stock_index,3191.010009765625
FR,2004-01-01,France,Europe & Central Asia,High income,stock_index,3596.800048828125
FR,2004-04-01,France,Europe & Central Asia,High income,stock_index,3669.97998046875
FR,2004-07-01,France,Europe & Central Asia,High income,stock_index,3716.199951171875
FR,2004-10-01,France,Europe & Central Asia,High income,stock_index,3730.159912109375
FR,2005-01-01,France,Europe & Central Asia,High income,stock_index,3855.679931640625
FR,2005-04-01,France,Europe & Central Asia,High income,stock_index,4080.080078125
FR,2005-07-01,France,Europe & Central Asia,High income,stock_index,4269.6201171875
FR,2005-10-01,France,Europe & Central Asia,High income,stock_index,4622.5400390625
FR,2006-01-01,France,Europe & Central Asia,High income,stock_index,4754.919921875
FR,2006-04-01,France,Europe & Central Asia,High income,stock_index,5255.259765625
FR,2006-07-01,France,Europe & Central Asia,High income,stock_index,4980.6201171875
FR,2006-10-01,France,Europe & Central Asia,High income,stock_index,5243.1298828125
FR,2007-01-01,France,Europe & Central Asia,High income,stock_index,5617.7099609375
FR,2007-04-01,France,Europe & Central Asia,High income,stock_index,5645.56005859375
FR,2007-07-01,France,Europe & Central Asia,High income,stock_index,6026.9501953125
FR,2007-10-01,France,Europe & Central Asia,High income,stock_index,5773.259765625
FR,2008-01-01,France,Europe & Central Asia,High income,stock_index,5550.35986328125
FR,2008-04-01,France,Europe & Central Asia,High income,stock_index,4866.0
FR,2008-07-01,France,Europe & Central Asia,High income,stock_index,4341.2099609375
FR,2008-10-01,France,Europe & Central Asia,High income,stock_index,4054.5400390625
FR,2009-01-01,France,Europe & Central Asia,High income,stock_index,3349.68994140625
FR,2009-04-01,France,Europe & Central Asia,High income,stock_index,2839.610107421875
FR,2009-07-01,France,Europe & Central Asia,High income,stock_index,3217.0
FR,2009-10-01,France,Europe & Central Asia,High income,stock_index,3720.77001953125
FR,2010-01-01,France,Europe & Central Asia,High income,stock_index,4013.969970703125
FR,2010-04-01,France,Europe & Central Asia,High income,stock_index,4034.22998046875
FR,2010-07-01,France,Europe & Central Asia,High income,stock_index,3339.89990234375
FR,2010-10-01,France,Europe & Central Asia,High income,stock_index,3692.090087890625
FR,2011-01-01,France,Europe & Central Asia,High income,stock_index,3900.860107421875
FR,2011-04-01,France,Europe & Central Asia,High income,stock_index,4054.760009765625
FR,2011-07-01,France,Europe & Central Asia,High income,stock_index,4007.35009765625
FR,2011-10-01,France,Europe & Central Asia,High income,stock_index,2926.830078125
FR,2012-01-01,France,Europe & Central Asia,High income,stock_index,3245.39990234375
FR,2012-04-01,France,Europe & Central Asia,High income,stock_index,3462.909912109375
FR,2012-07-01,France,Europe & Central Asia,High income,stock_index,3240.199951171875
FR,2012-10-01,France,Europe & Central Asia,High income,stock_index,3434.97998046875
FR,2013-01-01,France,Europe & Central Asia,High income,stock_index,3733.929931640625
FR,2013-04-01,France,Europe & Central Asia,High income,stock_index,3805.3701171875
FR,2013-07-01,France,Europe & Central Asia,High income,stock_index,3767.47998046875
FR,2013-10-01,France,Europe & Central Asia,High income,stock_index,4196.60009765625
FR,2014-01-01,France,Europe & Central Asia,High income,stock_index,4227.27978515625
FR,2014-04-01,France,Europe & Central Asia,High income,stock_index,4426.72021484375
FR,2014-07-01,France,Europe & Central Asia,High income,stock_index,4461.1201171875
